ID,Image,Name,Nickname,Game,Archetype,Position,Element,Team,Power,Control,Technique,Pressure,Physical,Agility,Intelligence,Total,Age group,School year,Gender,Role
2025.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/r/sreoalqqx80.png,Shelley Wordsworth,W'worth,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,FW,Fire,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
2026.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/e/me97twfiice.png,Stu Potter,Stewpot,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,DF,Wind,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
2027.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/s/9sma-p5ypvs.png,Bern Ballast,Ballast,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
2028.0,https://dxi4wb638ujep.cloudfront.net/1/k/j/g/jgzcpk66oqe.png,Heidi Rood,Li'l Red,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,DF,Mountain,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 7,Female,Player
2029.0,https://dxi4wb638ujep.cloudfront.net/1/k/4/u/4ucjibcafjs.png,Elvis Schumacher,Cobblers,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2030.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/g/wgzu4avjkpm.png,Snezhana White,Snowy,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Female,Player
2031.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/u/nuopvlzzj8k.png,Abel Forager,Forager,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
2032.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/b/hbl6g4g78cu.png,Will Wary,Wary,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,DF,Forest,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2033.0,https://dxi4wb638ujep.cloudfront.net/1/k/2/p/2p6brhgbrv8.png,Rocco Shale,Rocco,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,MF,Fire,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Player
2034.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/i/0i9hfeytup8.png,Bob Jobbe,Bob-Job,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2035.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/g/fgmmohux5au.png,Lee Bei,Bei,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
2036.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/p/lpvt78hfm6k.png,Quincy Wang,Wang,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,FW,Wind,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 9,Male,Player
2037.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/n/uneywdhlhjm.png,Dan Fei,Fei,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 9,Male,Player
2038.0,https://dxi4wb638ujep.cloudfront.net/1/k/g/n/gnhqnoehg2k.png,Liddy Gan,Gan,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,DF,Mountain,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 9,Female,Player
2039.0,https://dxi4wb638ujep.cloudfront.net/1/k/r/l/rlqlkxi9rfm.png,Tom Bulldown,Bulldown,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2040.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/n/fnfak4iiuqk.png,Ria Vivalist,Vivalist,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Female,Player
2041.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/l/uluhjhuy5jm.png,Sunniffa Scentgood,Scentgood,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Female,Player
2042.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/k/oknuaab6md8.png,Julia Mason,Mason,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 9,Female,Player
2043.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/i/_i813l9ahwu.png,Ria Carnival,Samba,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Female,Player
2044.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/d/9d7pz8vsk2u.png,Gracey Grapples,Grapples,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,DF,Wind,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Female,Player
2045.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/r/mrki0djwjf8.png,Shep Woolacombe,Shep,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
2046.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/e/sep9ne8e8lm.png,Sue Accharin,Chirpy,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Female,Player
2047.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/s/dsyckhakrwk.png,Venus Demila,Demila,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 9,Female,Player
2048.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/g/pgne7szg2pm.png,Steven Nevets,Nevets,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,DF,Fire,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2049.0,https://dxi4wb638ujep.cloudfront.net/1/k/y/u/yuwlwt_8bak.png,Gerald Gerund,Gerund,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
2050.0,https://dxi4wb638ujep.cloudfront.net/1/k/2/g/2gnoms2162e.png,Tracy Tracker,Tracker,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,GK,Mountain,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Female,Player
2051.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/u/hu8jhtqpxfs.png,Bernadette Stoker,Stoker,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 9,Female,Player
2052.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/b/nbf8ywlhilc.png,Keshia Readingplace,Keshia,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,MF,Forest,Unaffiliated,141,152,149,123,124,113,135,937,Middle School,Grade 7,Female,Player
2053.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/p/wpudfpd9pw0.png,Sahara Kalahari,Kalahari,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Female,Player
2054.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/i/uipbxwrrkq0.png,Fala Polaris,Polaris,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,DF,Wind,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2055.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/g/lgygcp3rnjc.png,Ian Flappable,Flappable,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 9,Male,Player
2056.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/p/fp7vp0cjsds.png,Penny Linguine,Linguine,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,MF,Fire,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Female,Player
2057.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/n/0nk0ilkz_we.png,Poppy Playhard,Workhard,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,DF,Fire,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Female,Player
2058.0,https://dxi4wb638ujep.cloudfront.net/1/k/a/n/an1stgn7yps.png,Connie Fuchsia,Confucia,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,DF,Forest,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 9,Female,Player
2059.0,https://dxi4wb638ujep.cloudfront.net/1/k/x/l/xlen-5bb18e.png,Baron Blackgold,Blackgold,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,MF,Forest,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Player
2060.0,https://dxi4wb638ujep.cloudfront.net/1/k/b/h/bhr_i5fzlxm.png,Marty Oshker,M'oshka,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,DF,Fire,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Female,Player
2061.0,https://dxi4wb638ujep.cloudfront.net/1/k/q/j/qjgepg5jmkk.png,Nat Meg,Nutmeg,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,MF,Forest,Unaffiliated,140,152,147,121,123,113,135,931,Middle School,Grade 9,Male,Player
2062.0,https://dxi4wb638ujep.cloudfront.net/1/k/k/m/kmdrcbmbteu.png,Eddy Steady,Steady,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
2063.0,https://dxi4wb638ujep.cloudfront.net/1/k/7/o/7oykxkq7-38.png,Severin Volei,Volley,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Female,Player
2064.0,https://dxi4wb638ujep.cloudfront.net/1/k/5/v/5v1wf94x7x8.png,Brava Hardy,Hardy,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,FW,Wind,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Female,Player
2065.0,https://dxi4wb638ujep.cloudfront.net/1/k/i/h/ihe3ycetwcu.png,Helmut Hoarder,Helmut,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
2066.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/o/oonchfrljik.png,Strama daKoto,daKoto,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 9,Female,Player
2067.0,https://dxi4wb638ujep.cloudfront.net/1/k/z/a/zawjmgnform.png,Olaf Nobeard,Nobeard,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,DF,Fire,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2068.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/q/tqp79to9puk.png,Gudrun Lodestone,Lodestn.,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Female,Player
2069.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/c/ccyaqsohedm.png,Carol Fairfoot,Fairfoot,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Female,Player
2070.0,https://dxi4wb638ujep.cloudfront.net/1/k/y/q/yqdxktholxs.png,Michael Shako,Wacko,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
2071.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/c/dcy2nsh0ice.png,Direm Ederi,Direm,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2072.0,https://dxi4wb638ujep.cloudfront.net/1/k/j/t/jtrd0xy89i0.png,Marina Coaster,Coaster,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Female,Player
2073.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/f/sfgizougqrc.png,Wowzer Bigtop,Bigtop,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
2074.0,https://dxi4wb638ujep.cloudfront.net/1/k/q/k/qkn-3xgqvxc.png,Derry Farmer,Farmer,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2075.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/m/hmwfaogq4k0.png,Devlin Ogor,Grrrar,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
2076.0,https://dxi4wb638ujep.cloudfront.net/1/k/b/j/bj1qj1vynee.png,Fez Monkton,Fez,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 9,Male,Player
2077.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/l/wlelkkzig3s.png,Berthel Stagg,Stagg,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
2078.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/h/eh7tvhwahie.png,Damon Sumner,Sumner,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 9,Male,Player
2079.0,https://dxi4wb638ujep.cloudfront.net/1/k/1/j/1jky44w6q7s.png,Anders Thettock,Thettock,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2080.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/m/dm_5uzk5dem.png,Laititia Cheeseman,Cheese.,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Female,Player
2081.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/k/skoydmcdwtk.png,Isodoura Bouquet,Bouquet,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,DF,Wind,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Female,Player
2082.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/l/mlttqr3lfnu.png,May Jarrett,Jarrett,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,FW,Forest,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Female,Player
2083.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/j/9jcm9urxo-8.png,Des Einer,Einer,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,FW,Mountain,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
2084.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/c/_cbqt3ddt48.png,Kev Fiyah,Keffiyeh,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,DF,Wind,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
2085.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/q/oqqx-ilnalu.png,Shadi Mesmer,Mesmer,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
2086.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/f/ufjetvqv1rk.png,Preston Digitator,Digitat.,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,DF,Fire,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
2087.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/t/ft4laq2vyym.png,Roman Fawkes,Fawkes,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
2088.0,https://dxi4wb638ujep.cloudfront.net/1/k/r/h/rhh9xn13_nk.png,Morty Portland,Portland,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
2089.0,https://dxi4wb638ujep.cloudfront.net/1/k/a/v/av2ccytnsum.png,Fabrice Pesci,Pesci,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2090.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/h/0htrgzaez4s.png,Boo Spector,Spector,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2091.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/v/fvcwrm8-ele.png,Cole Tivator,Tivator,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,DF,Forest,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
2092.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/a/la_f47j2rr0.png,Blagun White,White,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
2093.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/o/uookvevmgyc.png,Jeanie Tanner,Tajine,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Female,Player
2094.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/j/wjj47d9gdec.png,Monty Tasker,Tasker,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,DF,Fire,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2095.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/h/nh4zwibaut0.png,Artie Xan,Xan,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,MF,Mountain,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2096.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/o/hobsf_usbne.png,Genghis Cohen,Genghis,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2097.0,https://dxi4wb638ujep.cloudfront.net/1/k/2/m/2mqnoaio2-s.png,Adam Venturus,Venturus,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2098.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/m/cmvvznlkrbe.png,Zahida Zahid,Afif,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,FW,Fire,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 9,Female,Player
2099.0,https://dxi4wb638ujep.cloudfront.net/1/k/z/k/zkk00ytw8ys.png,Zowie Trope,Trope,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
2100.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/m/9mr_a7hfdne.png,Roland Lex,Lex,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2101.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/k/mkae3eh_uus.png,Holly Marx,Marx,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Female,Player
2102.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/l/sl5rkzu3b0c.png,Springer Boreham,Boreham,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,FW,Wind,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
2103.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/j/djikjmyn2h0.png,Kandhul Lai,Lai,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
2104.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/c/fcpwn_ghzb0.png,Kit Fischer,Fischer,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,DF,Forest,Unaffiliated,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
2105.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uq-3kagbeyc.png,Becks Binder,Binder,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Female,Player
2106.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/f/ofdczdztrss.png,Ralph Chasing,Chasing,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Brecha,FW,Mountain,Unaffiliated,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2107.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/t/_tsj0ivpghe.png,Phil Debonair,Debonair,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Afinidad,MF,Wind,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2108.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/h/lht7fvwlhes.png,Si Sosman,Sosman,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,GK,Fire,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
2109.0,https://dxi4wb638ujep.cloudfront.net/1/k/6/v/6viaoqwxmte.png,Aaron Gossamer,Dainty,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Tensión,GK,Wind,Unaffiliated,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
2110.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/h/uh5xyr54tbk.png,Pomponius Fanfair,Fanfair,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Justicia,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2111.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/v/lvi2fufcaym.png,Fanella Waftgood,Waftgood,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Juego Sucio,MF,Forest,Unaffiliated,135,156,158,116,113,113,140,931,Middle School,Grade 7,Female,Player
2112.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/a/fardmzqk1s8.png,Irina Swift,Irina,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,FW,Forest,Unaffiliated,155,151,137,121,119,112,134,929,Middle School,Grade 8,Female,Player
2113.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/o/0oaihmmwyhu.png,Rick Shaw,Rickshaw,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Contraataque,DF,Mountain,Unaffiliated,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
